id;name;geoid;geoname;value;datetime
1293;Demanda real;;;24722.83333333333;2021-01-01T00:00:00+01:00
1293;Demanda real;;;23571.5;2021-01-01T01:00:00+01:00
1293;Demanda real;;;21491;2021-01-01T02:00:00+01:00
1293;Demanda real;;;19709.16666666667;2021-01-01T03:00:00+01:00
1293;Demanda real;;;18791.66666666667;2021-01-01T04:00:00+01:00
1293;Demanda real;;;18562.16666666667;2021-01-01T05:00:00+01:00
1293;Demanda real;;;18756.16666666667;2021-01-01T06:00:00+01:00
1293;Demanda real;;;19261.5;2021-01-01T07:00:00+01:00
1293;Demanda real;;;19465.66666666667;2021-01-01T08:00:00+01:00
1293;Demanda real;;;20375;2021-01-01T09:00:00+01:00
1293;Demanda real;;;22682.33333333333;2021-01-01T10:00:00+01:00
1293;Demanda real;;;24699.33333333333;2021-01-01T11:00:00+01:00
1293;Demanda real;;;25716;2021-01-01T12:00:00+01:00
1293;Demanda real;;;26681.66666666667;2021-01-01T13:00:00+01:00
1293;Demanda real;;;27091.83333333333;2021-01-01T14:00:00+01:00
1293;Demanda real;;;25420.5;2021-01-01T15:00:00+01:00
1293;Demanda real;;;24735.66666666667;2021-01-01T16:00:00+01:00
1293;Demanda real;;;25012.83333333333;2021-01-01T17:00:00+01:00
1293;Demanda real;;;26998.33333333333;2021-01-01T18:00:00+01:00
1293;Demanda real;;;28153.33333333333;2021-01-01T19:00:00+01:00
1293;Demanda real;;;28750.16666666667;2021-01-01T20:00:00+01:00
1293;Demanda real;;;29145;2021-01-01T21:00:00+01:00
1293;Demanda real;;;28421.33333333333;2021-01-01T22:00:00+01:00
1293;Demanda real;;;26297.16666666667;2021-01-01T23:00:00+01:00
1293;Demanda real;;;23813.66666666667;2021-01-02T00:00:00+01:00
1293;Demanda real;;;21479.5;2021-01-02T01:00:00+01:00
1293;Demanda real;;;20098.33333333333;2021-01-02T02:00:00+01:00
1293;Demanda real;;;19385.83333333333;2021-01-02T03:00:00+01:00
1293;Demanda real;;;19179.83333333333;2021-01-02T04:00:00+01:00
1293;Demanda real;;;19472.33333333333;2021-01-02T05:00:00+01:00
1293;Demanda real;;;20591.66666666667;2021-01-02T06:00:00+01:00
1293;Demanda real;;;22078.66666666667;2021-01-02T07:00:00+01:00
1293;Demanda real;;;23707.66666666667;2021-01-02T08:00:00+01:00
1293;Demanda real;;;26196.66666666667;2021-01-02T09:00:00+01:00
1293;Demanda real;;;28760.83333333333;2021-01-02T10:00:00+01:00
1293;Demanda real;;;29750.16666666667;2021-01-02T11:00:00+01:00
1293;Demanda real;;;29729;2021-01-02T12:00:00+01:00
1293;Demanda real;;;30092.5;2021-01-02T13:00:00+01:00
1293;Demanda real;;;30593.83333333333;2021-01-02T14:00:00+01:00
1293;Demanda real;;;29804.33333333333;2021-01-02T15:00:00+01:00
1293;Demanda real;;;29162.16666666667;2021-01-02T16:00:00+01:00
1293;Demanda real;;;29227.83333333333;2021-01-02T17:00:00+01:00
1293;Demanda real;;;31333.16666666667;2021-01-02T18:00:00+01:00
1293;Demanda real;;;32556.83333333333;2021-01-02T19:00:00+01:00
